ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
25566-20180216,2571235,52875,2,DELBA INC,BLUE CHICAGO,536 N CLARK ST 1ST,CHICAGO,IL,60610,42,46,42-46,18,1472,Music and Dance,916,Music and Dance,25566,RENEW,,12/15/2017,01/22/2018,N,02/16/2018,02/15/2020,01/22/2018,01/23/2018,AAI,,,41.891887674,-87.631280776,"(41.89188767439628, -87.63128077636969)"
40722-20170416,2512525,16008,1,"FUN TIMES, INC.",GAMEKEEPERS,345 W ARMITAGE AVE 1,CHICAGO,IL,60614,43,24,43-24,18,1472,Music and Dance,916,Music and Dance,40722,RENEW,,02/15/2017,03/01/2017,N,04/16/2017,04/15/2019,03/01/2017,03/02/2017,AAI,,,41.918220945,-87.638252446,"(41.918220945312974, -87.63825244587586)"
24205-20171016,2552564,29983,1,"AS TIME GOES BY II, LTD.",AS TIME GOES BY II LTD.,7706 W BELMONT AVE,CHICAGO,IL,60634,38,40,38-40,16,1472,Music and Dance,916,Music and Dance,24205,RENEW,,08/31/2017,10/12/2017,N,10/16/2017,10/15/2019,10/12/2017,10/13/2017,AAI,,,41.937994149,-87.819283117,"(41.9379941491104, -87.81928311687304)"
2175-20180216,2570515,2680,1,"THE LODGE TAVERN, INC.",THE LODGE TAVERN,21 W DIVISION ST 1,CHICAGO,IL,60610,2,29,2-29,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2175,RENEW,,12/15/2017,01/26/2018,N,02/16/2018,02/15/2020,01/26/2018,01/29/2018,AAI,,,41.903817807,-87.629582141,"(41.90381780710421, -87.62958214133575)"
45681-20181116,2623618,35907,1,"THE BLUE NOTE, INC.",THE POINT,1565 N MILWAUKEE AVE 1,CHICAGO,IL,60622,1,8,1-8,14,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",45681,RENEW,,09/15/2018,10/25/2018,N,11/16/2018,07/15/2021,10/25/2018,10/26/2018,AAI,,33,41.910035084,-87.676704689,"(41.91003508427626, -87.67670468869552)"
14822-20180516,2585182,51551,2,"R & V, INC.",RUNAROUND SUE,9 W DIVISION ST  1,CHICAGO,IL,60610,2,36,2-36,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",14822,RENEW,,03/15/2018,04/12/2018,N,05/16/2018,07/15/2021,04/12/2018,04/12/2018,AAI,,,41.903825309,-87.629076389,"(41.9038253091784, -87.62907638861904)"
32263-20170716,2560946,27,1,CAROL'S PUB LLC,CAROL'S PUB,4659 N CLARK ST 1ST,CHICAGO,IL,60640,46,16,46-16,19,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",32263,RENEW,,10/13/2017,05/01/2018,N,07/16/2017,07/15/2019,05/01/2018,08/15/2018,AAI,,31,41.967005074,-87.666954232,"(41.96700507358272, -87.66695423206848)"
2391027-20190216,2637695,14864,2,LITTLE JIM'S INC,LITTLE JIM'S,3501-3505 N HALSTED ST 1,CHICAGO,IL,60657,46,24,46-24,19,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2391027,RENEW,,12/15/2018,02/04/2019,N,02/16/2019,07/15/2021,02/04/2019,02/22/2019,AAI,,18,41.945509753,-87.64928457,"(41.94550975342797, -87.64928456978339)"
24779-20180516,2585319,63507,1,MOTHER'S FIRST VENTURE LIMITED,MOTHER'S FIRST VENTURE LTD,26 W DIVISION ST 1,CHICAGO,IL,60610,2,38,2-38,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",24779,RENEW,,03/15/2018,05/02/2018,N,05/16/2018,05/15/2020,05/02/2018,05/03/2018,AAI,,,41.904035484,-87.629754619,"(41.90403548424903, -87.62975461913923)"
2094098-20190716,2665983,27115,2,"NEW SAXONY LIQUORS & LOUNGE, LTD.",UPTOWN LOUNGE,1136-1140 W LAWRENCE AVE 1,CHICAGO,IL,60640,46,40,46-40,20,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2094098,RENEW,,05/15/2019,07/11/2019,N,07/16/2019,07/15/2021,07/11/2019,07/12/2019,AAI,,34,41.969144793,-87.659101719,"(41.969144793495026, -87.65910171892875)"
7020-20170416,2512184,3731,1,THE STORE INC.,THE STORE INC,2002 N HALSTED ST,CHICAGO,IL,60614,43,11,43-11,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",7020,RENEW,,02/15/2017,03/02/2017,N,04/16/2017,04/15/2019,03/02/2017,03/03/2017,AAI,,,41.91832325,-87.648661976,"(41.91832325025227, -87.64866197573393)"
10196-20171116,2557084,62917,1,ODESSA DICKERSON,BERNARD & VANESSA'S LOUNGE,5206-5208 W DIVISION ST 1ST,CHICAGO,IL,60651,37,23,37-23,25,1472,Music and Dance,916,Music and Dance,10196,RENEW,,09/15/2017,10/27/2017,N,11/16/2017,11/15/2019,10/27/2017,10/30/2017,AAI,,,41.902353479,-87.756117964,"(41.90235347935294, -87.75611796429392)"
2014311-20191016,2685390,24041,2,"MARK II, LTD.",Mark II Lounge/Red Room Comedy Club,7436-7442 N WESTERN AVE 1ST,CHICAGO,IL,60645,50,4,50-4,24,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2014311,RENEW,,08/15/2019,09/09/2019,N,10/16/2019,10/15/2021,09/09/2019,09/10/2019,AAI,,,42.016961013,-87.690347254,"(42.016961012809865, -87.69034725403856)"
37661-20170316,2508027,64071,1,909 NORTH MICHIGAN AVENUE CORPORATION,THE WESTIN MICHIGAN AVENUE,909 N MICHIGAN AVE,CHICAGO,IL,60611,2,35,2-35,18,1472,Music and Dance,916,Music and Dance,37661,RENEW,,01/15/2017,03/07/2017,N,03/16/2017,03/15/2019,02/10/2017,04/20/2017,AAI,,,41.899539028,-87.623989,"(41.89953902796158, -87.62398900032618)"
30016-20180216,2570747,11993,1,"VML, INC.",CUVEE,308 W ERIE ST 1,CHICAGO,IL,60654,42,68,42-68,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",30016,RENEW,,12/15/2017,01/16/2018,N,02/16/2018,02/15/2020,01/16/2018,01/17/2018,AAI,,,41.894072904,-87.636065857,"(41.89407290438245, -87.63606585655697)"
1919-20180916,2610850,62544,1,HYATT CORPORATION,Hyatt Regency Chicago,151 E WACKER DR  SKYWA,CHICAGO,IL,60601,42,44,42-44,1,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",1919,RENEW,,07/15/2018,08/16/2018,N,09/16/2018,09/15/2020,08/16/2018,09/13/2018,AAI,,,41.887999887,-87.622565133,"(41.88799988734853, -87.62256513255957)"
1696199-20180216,2570472,399,2,"G-A RESTAURANT, LLC",Rino Bar,"642-644 N CLARK ST 1ST, 2ND",CHICAGO,IL,60654,42,39,42-39,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",1696199,RENEW,,12/15/2017,01/08/2018,N,02/16/2018,02/15/2020,01/08/2018,01/09/2018,AAI,,,41.893700327,-87.631325619,"(41.893700327406926, -87.63132561861225)"
655-20170516,2518104,122,1,"ZIEMEK CORPORATION, INC.",The Thirsty Tavern,5368 N MILWAUKEE AVE,CHICAGO,IL,60630,45,32,45-32,16,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",655,RENEW,,03/15/2017,05/12/2017,N,05/16/2017,05/15/2019,05/12/2017,05/15/2017,AAI,,,41.978363925,-87.770377202,"(41.97836392545557, -87.77037720178194)"
39418-20170416,2513023,54885,1,5 WEST DIVISION CORP.,PRIMARY NIGHT CLUB,5 W DIVISION ST BASEMENT,CHICAGO,IL,60610,2,29,2-29,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",39418,RENEW,,02/15/2017,04/13/2017,N,04/16/2017,04/15/2019,04/13/2017,04/14/2017,AAI,,,41.903828177,-87.628908218,"(41.9038281774845, -87.62890821819511)"
38157-20170916,2544080,15566,1,"KAJEFKA, INC.",PUEBLITO VIEJO,5429 N LINCOLN AVE 1,CHICAGO,IL,60625,40,44,40-44,20,1472,Music and Dance,916,Music and Dance,38157,RENEW,,07/15/2017,09/13/2017,N,09/16/2017,09/15/2019,09/13/2017,09/14/2017,AAI,,,41.980380763,-87.692614529,"(41.98038076279214, -87.69261452903983)"
39418-20190416,2648646,54885,1,5 WEST DIVISION CORP.,PRIMARY NIGHT CLUB,5 W DIVISION ST BASEMENT,CHICAGO,IL,60610,2,29,2-29,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",39418,RENEW,,02/22/2019,04/22/2019,N,04/16/2019,04/15/2021,04/22/2019,08/17/2021,AAI,,,41.903828177,-87.628908218,"(41.9038281774845, -87.62890821819511)"
1581-20190216,2637444,302,1,"1000 LIQUOR'S, INC.",1000 LIQUORS / BIG CITY TAP,1000-1012 W BELMONT AVE 1ST,CHICAGO,IL,60657,44,39,44-39,19,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",1581,RENEW,,12/15/2018,02/12/2019,N,02/16/2019,07/15/2021,02/12/2019,02/13/2019,AAI,,17,41.94002036,-87.654172106,"(41.940020360226804, -87.65417210636889)"
51445-20181016,2618046,17463,1,"HOB CHICAGO, INC.","House of Blues Chicago, Inc.",329 N DEARBORN ST L1-L4,CHICAGO,IL,60654,42,27,42-27,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",51445,RENEW,,08/15/2018,09/26/2018,N,10/16/2018,10/15/2020,09/26/2018,09/27/2018,AAI,,,41.888301227,-87.629406692,"(41.88830122742548, -87.62940669235189)"
14381-20180516,2584512,6501,1,HAWKEYE'S BAR & GRILL INC,HAWKEYE'S BAR & GRILL INC,1458 W TAYLOR ST,CHICAGO,IL,60607,28,26,28-26,12,1472,Music and Dance,916,Music and Dance,14381,RENEW,,03/15/2018,05/08/2018,N,05/16/2018,05/15/2020,05/08/2018,05/15/2018,AAI,,,41.869411103,-87.664017834,"(41.869411103369174, -87.66401783425155)"
1579160-20170316,2509589,355307,1,"ERIE-FRANKLIN HOP HAUS, LLC",CONCRETE COWBOY,646 N FRANKLIN ST,CHICAGO,IL,60654,42,68,42-68,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",1579160,RENEW,,01/15/2017,03/08/2017,N,03/16/2017,03/15/2019,03/08/2017,03/15/2017,AAI,,,41.893782777,-87.635779341,"(41.89378277737744, -87.6357793413821)"
28194-20191116,2690941,30974,1,STEVE SPORTS BAR LOUNGE INC,STEVE'S SPORTS BAR & LOUNGE IN,3524 W NORTH AVE GROUND,CHICAGO,IL,60647,26,14,26-14,14,1472,Music and Dance,916,Music and Dance,28194,RENEW,,09/15/2019,11/15/2019,N,11/16/2019,11/15/2021,11/15/2019,11/15/2019,AAI,,,41.91012144,-87.715106816,"(41.91012144020728, -87.71510681559191)"
52749-20190316,2642605,12619,1,HUGO'S L.L.C.,HUGO'S FROG BAR,1024 N RUSH ST,CHICAGO,IL,60611,42,24,42-24,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",52749,RENEW,,01/15/2019,02/01/2019,N,03/16/2019,07/15/2021,02/01/2019,02/04/2019,AAI,,,41.901384635,-87.627963606,"(41.901384634926615, -87.62796360567829)"
12572-20170416,2513359,85717,3,"LAS FUENTES, INCORPORATED",LAS FUENTAS INC,2554 N HALSTED ST # 1,CHICAGO,IL,60614,43,39,43-39,19,1472,Music and Dance,916,Music and Dance,12572,RENEW,,02/15/2017,04/03/2017,N,04/16/2017,04/15/2019,04/03/2017,04/04/2017,AAI,,35,41.928910473,-87.64902932,"(41.92891047281184, -87.64902932031382)"
278-20180216,2570429,46,1,"BUTCH MC GUIRE'S, INC.","BUTCH MC GUIRE'S, INC.",20 W DIVISION ST,CHICAGO,IL,60610,2,30,2-30,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",278,RENEW,,12/15/2017,01/03/2018,N,02/16/2018,02/15/2020,01/03/2018,01/04/2018,AAI,,,41.90403823,-87.629502324,"(41.90403823021623, -87.62950232369502)"
22813-20190316,2643266,63399,1,"TWO HUMBERTO'S, INC.",TIMOTHY O'TOOLE'S,622 N FAIRBANKS CT,CHICAGO,IL,60611,42,41,42-41,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",22813,RENEW,,01/15/2019,03/14/2019,N,03/16/2019,07/15/2021,03/14/2019,03/14/2019,AAI,,,41.893365397,-87.620422057,"(41.89336539713901, -87.62042205744733)"
890-20190416,2648339,24125,1,"MANHANDLER, INC.",THE MANHANDLER,1948 N HALSTED ST 1ST,CHICAGO,IL,60614,43,3,43-3,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",890,RENEW,,02/22/2019,04/15/2019,N,04/16/2019,07/15/2021,04/15/2019,04/16/2019,AAI,,,41.917383076,-87.648622349,"(41.91738307633817, -87.64862234881615)"
155-20190416,2648702,62471,1,"JAF, LTD.",JEFFERY PUB,7041 S JEFFERY BLVD,CHICAGO,IL,60649,5,40,5-40,3,1472,Music and Dance,916,Music and Dance,155,RENEW,,02/22/2019,04/15/2019,N,04/16/2019,07/15/2021,04/15/2019,05/08/2019,AAI,,42,41.766818068,-87.576170828,"(41.7668180675386, -87.5761708282342)"
25041-20190616,2659608,10216,1,THE NEIGHBORHOOD TAP INC.,NEIGHBORHOOD TAP INC.,4455 W 55TH ST,CHICAGO,IL,60632,13,7,13-7,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,25041,RENEW,,04/15/2019,05/23/2019,N,06/16/2019,07/15/2021,05/23/2019,05/24/2019,AAI,,,41.792990023,-87.735181853,"(41.79299002317134, -87.73518185266693)"
2256378-20180316,2577332,380904,1,"SURVELL COMPANY, INC.",SHORTY'S CITY LOUNGE,4735 W NORTH AVE 1,CHICAGO,IL,60639,37,43,37-43,25,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2256378,RENEW,,01/15/2018,03/16/2018,N,03/16/2018,07/15/2021,03/16/2018,09/21/2018,AAI,,,41.909530352,-87.744992559,"(41.9095303523046, -87.74499255895704)"
2125824-20170816,2540249,367745,1,"ROUTE 43 BAR, INC.",LA 43,1615 W 43RD ST 1,CHICAGO,IL,60609,15,1,15-1,9,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2125824,RENEW,,06/15/2017,08/15/2017,N,08/16/2017,08/15/2019,08/15/2017,09/20/2017,AAI,,10,41.815753996,-87.665852781,"(41.81575399563499, -87.66585278059576)"
2099332-20170216,2502124,13838,8,"CHRISTOPHER ST., LTD.",HYDRATE & ELIXIR,3452-3458 N HALSTED ST,CHICAGO,IL,60657,44,26,44-26,19,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2099332,RENEW,,12/15/2016,02/14/2017,N,02/16/2017,02/15/2019,02/14/2017,02/15/2017,AAI,,18,41.945219172,-87.649568641,"(41.94521917152393, -87.6495686413456)"
12306-20181016,2618420,63004,1,"PRATTFALL, INC.","OASIS, THE",6809-6813 N SHERIDAN RD 1ST,CHICAGO,IL,60626,49,29,49-29,24,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",12306,RENEW,,08/15/2018,08/28/2018,N,10/16/2018,10/15/2020,08/28/2018,08/29/2018,AAI,,54,42.005871902,-87.660852028,"(42.005871902451084, -87.66085202755195)"
19068-20181216,2628361,28661,1,"KIRCH-LO, INC.",RECLAIMED BAR AND RESTAURANT,3655 N WESTERN AVE 1 1ST,CHICAGO,IL,60618,47,51,47-51,19,1472,Music and Dance,916,Music and Dance,19068,RENEW,,10/15/2018,11/30/2018,N,12/16/2018,07/15/2021,11/30/2018,12/03/2018,AAI,,38,41.948345865,-87.688155489,"(41.948345864607994, -87.6881554885054)"
10606-20181016,2617774,4669,1,50YARDLINE BAR&GRILL LLC,50 YARD LINE,69 E 75TH ST 1,CHICAGO,IL,60619,6,16,6-16,6,1472,Music and Dance,916,Music and Dance,10606,RENEW,,08/15/2018,10/12/2018,N,10/16/2018,07/15/2021,10/12/2018,10/15/2018,AAI,,,41.758174093,-87.621994448,"(41.75817409333064, -87.62199444753409)"
154-20170416,2513081,62471,1,"JAF, LTD.",JEFFERY PUB,7041 S JEFFERY BLVD,CHICAGO,IL,60649,5,40,5-40,3,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",154,RENEW,,02/15/2017,04/14/2017,N,04/16/2017,04/15/2019,04/14/2017,07/07/2017,AAI,,42,41.766818068,-87.576170828,"(41.7668180675386, -87.5761708282342)"
40721-20170416,2512522,16008,1,"FUN TIMES, INC.",GAMEKEEPERS,345 W ARMITAGE AVE 1,CHICAGO,IL,60614,43,24,43-24,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",40721,RENEW,,02/15/2017,03/01/2017,N,04/16/2017,04/15/2019,03/01/2017,03/02/2017,AAI,,,41.918220945,-87.638252446,"(41.918220945312974, -87.63825244587586)"
2418860-20180316,2577599,400327,1,"THE VICTOR BAR, INC.",THE VICTOR BAR,4011 N DAMEN AVE 1,CHICAGO,IL,60618,47,12,47-12,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2418860,RENEW,,01/15/2018,03/12/2018,N,03/16/2018,03/15/2020,03/12/2018,03/14/2018,AAI,,38,41.954548121,-87.678619456,"(41.95454812137176, -87.67861945562349)"
35843-20190116,2633986,86135,1,"EL MEXICO MODERNO BALLROOM, INC.",EL MEXICO MODERN BALLROOM INC,1643-1647 N CICERO AVE 1 & 2 BANQU,CHICAGO,IL,60639,37,2,37-2,25,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",35843,RENEW,,11/15/2018,01/14/2019,N,01/16/2019,07/15/2021,01/14/2019,02/28/2019,AAI,,,41.910931169,-87.74575021,"(41.91093116886587, -87.74575021004954)"
1194171-20190416,2647497,191,1,JO-KIM LOUNGE CORP.,Never Have I Ever,2247 N LINCOLN AVE 1,CHICAGO,IL,60614,43,29,43-29,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",1194171,RENEW,,02/15/2019,04/19/2019,N,04/16/2019,07/15/2021,04/19/2019,04/22/2019,AAI,,35,41.923025621,-87.645166361,"(41.923025621203976, -87.64516636089154)"
1194171-20170416,2512105,191,1,JO-KIM LOUNGE CORP.,Never Have I Ever,2247 N LINCOLN AVE 1,CHICAGO,IL,60614,43,29,43-29,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",1194171,RENEW,,02/15/2017,04/11/2017,N,04/16/2017,04/15/2019,04/11/2017,10/24/2017,AAI,,35,41.923025621,-87.645166361,"(41.923025621203976, -87.64516636089154)"
8204-20170716,2530475,25820,1,GREEN MILL CORPORATION,GREEN MILL JAZZ CLUB,4802 N BROADWAY  1ST,CHICAGO,IL,60640,46,40,46-40,20,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",8204,RENEW,,05/15/2017,07/10/2017,N,07/16/2017,07/15/2019,07/10/2017,07/11/2017,AAI,,34,41.969138014,-87.659821302,"(41.969138014237544, -87.65982130240475)"
287-20190816,2673006,62478,1,DIMITRA INC.,THE UNFORGETTABLE BAR,4206 W IRVING PARK RD 1,CHICAGO,IL,60641,45,5,45-5,17,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",287,RENEW,,06/15/2019,08/01/2019,N,08/16/2019,08/15/2021,08/01/2019,08/02/2019,AAI,,,41.953701867,-87.732820359,"(41.95370186712484, -87.73282035885879)"
14943-20181216,2628048,6581,1,"PAUL AND JOE'S LOUNGE, INC.",UNDERBAR,3243 N WESTERN AVE 1ST,CHICAGO,IL,60618,32,19,32-19,19,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",14943,RENEW,,10/15/2018,11/07/2018,N,12/16/2018,07/15/2021,11/07/2018,11/15/2018,AAI,,,41.940728693,-87.687803475,"(41.94072869326572, -87.68780347472068)"
28133-20180516,2585044,30953,1,MYTH'S INC.,BLUELIGHT,3251 N WESTERN AVE 1ST,CHICAGO,IL,60618,32,19,32-19,19,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",28133,RENEW,,03/15/2018,04/09/2018,N,05/16/2018,05/15/2020,04/09/2018,07/24/2018,AAI,,,41.940980812,-87.68781207,"(41.94098081229154, -87.68781206980974)"
28865-20190816,2672232,11584,1,THE CONCORD RESTAURANT INC,SIDEKICKS,4420  -04430 W MONTROSE AVE 1ST,CHICAGO,IL,60641,39,12,39-12,17,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",28865,RENEW,,06/15/2019,07/15/2019,N,08/16/2019,08/15/2021,07/15/2019,07/16/2019,AAI,,,41.960927728,-87.739335861,"(41.96092772787229, -87.73933586085796)"
44411-20190416,2648479,35441,1,O'CONNELL - FINNEGAN INCORPORATED,IRISH EYES,2519 N LINCOLN AVE,CHICAGO,IL,60614,43,39,43-39,19,1472,Music and Dance,916,Music and Dance,44411,RENEW,,02/22/2019,04/05/2019,N,04/16/2019,07/15/2021,04/05/2019,04/05/2019,AAI,,35,41.927753439,-87.651775311,"(41.927753439102524, -87.65177531105877)"
